,Unnamed: 0,company,job title,headquarters,salary estimate,job type,size,founded,type,industry,sector,revenue,job description
615,615,"Blue Owl
4.8",Senior Data Scientist - Call Center Optimization,"San Francisco, CA",$105K - $196K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,2016,company - private,insurance carriers,insurance,unknown / non-applicable,"Our Mission:

We’re here to create a safer, happier and more mindful future for all with the help of data science, engineering, design, and mobile technology. We're starting by reinventing insurance, by rethinking the technologies that enable it, but our true goal is to build a platform that rewards people for driving well — creating safer roads with fewer accidents in the process.

Backed by impressive funding, we're poised to re-engineer a trillion-dollar category. We’re using rich customer insights, advanced technology and data science to build our cloud-native InsurTech solution. We're out to change behavior and promote mindful living.
Minimum Qualifications
3+ years of demonstrable expertise building and supporting machine learning models deployed to production"
616,616,"Walmart
3.4",(USA) Staff Data Scientist - Marketing Decision Sciences,"Sunnyvale, CA",$104K - $189K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,general merchandise & superstores,retail,$10+ billion (usd),"Position Summary...
What you'll do...
What you'll do...
The Marketing Decision Science team focuses on developing data-driven models and services to bringing high-quality demand from offsite digital sites to Walmart E-Commerce sites at low cost in order to sustain and accelerate the growth of Walmart E-Commerce and ultimately cultivate a large loyal base of omni-channel customers who view Wal-Mart as their top choice of retail shopping.
We are a highly motivated group of Big Data Geeks, Machine Learning Scientists, and Applications Engineers, working in a small agile group to solve sophisticated and high-impact problems. We are building smart data systems that ingest, model, and analyze massive flow of data from online and offline user activity. We use cutting-edge machine learning, data mining, and optimization algorithms on marketing campaign optimization.
Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 4 years' experience in an analytics related field. Option 2: Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2 years' experience in an analytics related field. Option 3: 6 years' experience in an analytics or related field.
Data science, machine learning, optimization models, PhD in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)
600 WEST CALIFORNIA AVENUE, SUNNYVALE, CA 94086-2486, United States of America"
617,617,"Uber
4.0",Data Scientist / Senior Data Scientist - Core Services,"San Francisco, CA",$158K - $183K (Glassdoor est.),Job Type : Full-time,10000+ employees,2009,company - public,internet,information technology,$10+ billion (usd),"About the Role
We are looking for data scientists and senior data scientists for three teams: Customer Obsession, Risk, and Safety & Insurance.
Customer Obsession Data Science is a group responsible for ensuring every Uber customer support experience is extraordinary. Specifically, this team works to build self-service technology and processes that are deeply integrated with the Uber customer support experience, making it easy for our customers and customer support representatives to get to the right outcome, faster. We are also responsible for building the models and algorithms that help Uber customers answer their own questions or, even better, avoid the need for a customer support experience at all.
Our Risk Data Science team provides insights and develops machine learning models and strategies to combat payment fraud and marketplace abuse, improve account security and integrity, and minimize credit risk for financial products. Working in the risk domain is like playing an adversarial game with fraudsters: you will frequently work to identify new fraud patterns and provide scientific solutions to address emerging risk problems at scale."
618,618,Pendulum™,"Lead Data Scientist, R and D","San Francisco, CA",-1,Job Type : Full-time,-1,-1,-1,-1,-1,-1,"Pendulum™ is on a mission to help people improve physical and mental health by creating a new category of products that target the microbiome. We are researching, developing and commercializing a novel class of rationally-designed Live SynbioticsTM (probiotics + prebiotics) that have demonstrated clinical efficacy to treat conditions like metabolic syndrome, inflammation and neurodegeneration. Pendulum™ has created proprietary pipelines to build a unique discovery platform that identifies key, novel bacterial strains and the prebiotics that feed them.

We are a highly collaborative, cross-functional team of scientists, engineers, physicians, marketers and salespeople interested in improving human health by using the latest research from diverse fields, such as microbiology, molecular biology, high-throughput genomics, distributed computing, pharmaceutical development and nutrition. We greatly value individuals' skills in focused, transparent communication, as our team's success depends on it.

If you’re interested in building a new category of products that will help improve the lives of people globally and you love working in a cross-functional, collaborative, inspiring environment, please continue reading!"
619,619,"Fluence
2.5","Sr. ML Data Scientist, Fluence Digital","San Francisco, CA",$125K - $230K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,-1,company - private,utilities,"oil, gas, energy & utilities",$100 to $500 million (usd),"Senior Data Scientist Machine Learning

Location: San Francisco, California (Remote/Flexible)

About Fluence

Fluence, a Siemens and AES company, is the leading global energy storage technology solutions and services company that combines the agility of a fast-growing technology company with the expertise, vision, and financial backing of two industry powerhouses. Building on the pioneering work of AES Energy Storage and Siemens energy storage, Fluences goal is to create a more sustainable future by transforming the way we power our world. The company offers proven energy storage technology solutions designed to address the diverse needs and challenges of customers in a rapidly transforming energy landscape, providing design, delivery, and integration in over 160 countries. Fluence works closely with customers as trusted advisors throughout their journey and provides advisory, financing, and project lifecycle services.



Do others come to you for your subject matter expertise? Are you excited by the challenge of working in a start-up atmosphere with a purpose?

Fluence Digital is seeking a senior data scientist to expand the advanced analytics capabilities of our platform. You will be part of the Data Science team, and work alongside software developers, product managers, and subject matter experts to shape the evolution of our company and the future of the electricity grid.

This position will be within the new Fluence Digital business unit, formed following Fluences acquisition of San Francisco-based start-up AMS. Fluence Digitals software technology uses artificial intelligence, advanced price forecasting, portfolio optimization and market bidding to ensure energy storage and flexible generation assets are responding optimally to price signals sent by the market.



Fluence is defined by its unwavering commitment to safety, quality, and integrity. We take personal ownership in what we do, developing trust in our relationships with internal and external stakeholders. We firmly believe in having honest, forthcoming, and fair communications.

Responsibilities include:


Here at Fluence, we strive to continuously improve, to be intellectually curious and be adaptive to our customers and employees needs. Collaboration is key, both in our partnerships with our customers, and with each other. Fluence prioritizes the most critical efforts that allow for the greatest impact.

The ideal candidate will exhibit:




We are always looking for employees who are excited by challenges and the opportunity to be problem-solvers. Our entrepreneurial mindset allows for creativity, sense of urgency and fulfillment. Our employees love what we do and are passionate about the way we power our world.


Please send your resume and cover letter to careers@fluenceenergy.com.

Fluence IS AN EQUAL OPPORTUNITY EMPLOYER and fully subscribes to the principles of Equal Employment Opportunity to ensure that all applicants and employees are considered for hire, promotion, and job status without regard to race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, marital or familial status."
620,620,"Walmart
3.4","Data Scientist eCommerce, Partner Payments – Marketplace","Sunnyvale, CA",$86K - $168K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,general merchandise & superstores,retail,$10+ billion (usd),"Position Summary...
What you'll do...
About the Job
This role will be a key member of Marketplace Partner Payments financial operations with a focus on building & managing predictive models along with providing analytical support for payments risk mitigation while achieving operational excellence into financial services solutions for our Marketplace sellers.
We are looking for a strong analytics & data science professional to help us manage our payments portfolio risk around credit and fraud landscape through means of designing and implementing novel statistical techniques and who is equally enthusiastic to bring forth new patterns and insights through exploratory data analysis.
Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2
years' experience in an analytics or related field. Option 2: Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science,
Information Technology or related field. Option 3: 4 years' experience in an analytics or related field.
Data science, machine learning, optimization models, Master’s degree in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)
640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America"
621,621,"Sitecore
3.7",Machine Learning Engineer,"San Francisco, CA",$96K - $170K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,2001,company - private,computer hardware & software,information technology,$50 to $100 million (usd),"Sitecore delivers a digital experience platform that empowers the world’s smartest brands to build lifelong relationships with their customers. A highly decorated industry leader, Sitecore is the only company bringing together content, commerce, and data into one connected platform that delivers more than 500,000 digital experiences every day. Leading companies including American Express, ASOS, Carnival Cruise Lines, Kimberly-Clark, L’Oréal and Volvo Cars rely on Sitecore to provide more engaging, personalized experiences for their customers. Learn more at Sitecore.com

Sitecore is experiencing spectacular growth all over the world. We are currently looking for a highly skilled and experienced Machine Learning Engineer to join the Product Development team and contribute to Sitecore’s vision of enabling our customers to own the experience.

You will join a dynamic, international and cutting-edge organization with high growth rates and highly motivated employees.


We are looking for a passionate machine learning engineer who thrives on building systems leveraging AI and machine learning. As an engineer and expert in machine learning applications, you will be working as part of a team to define and execute data science solutions.

You will work with the Director of Engineering on developing and executing our Sitecore AI machine learning roadmap, by collaborating closely with data scientists, engineers and product managers.



We give you the opportunity to work with a highly skilled team in a dynamic, international and fun work environment. We are an organization where suggestions are welcome, and your influence is embodied in the final product. Sitecore is an open-minded company with great opportunities for personal development.

After an offer is made and accepted, E-verify will be utilized to establish your identity and employment eligibility as required by the U.S. Department of Homeland Security.

Sitecore is proud to be an equal opportunity workplace. We are committed to equal employment opportunity without unlawful regard to race, color, ancestry, religion, gender, national origin, sexual orientation, age, citizenship, marital status, disability, veteran status or any other local legally protected characteristic."
622,622,"Tapjoy
3.6",BI Data Analyst,"San Francisco, CA",$80K - $142K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,2007,company - private,internet,information technology,$10 to $25 million (usd),"Position Title: BI Data Analyst

Position Description:

We are seeking a Business Intelligence Data Analyst who combines an intense curiosity about data with a strong commitment to practical problem solving for business stakeholders. This role will require mastery of a complex and evolving data model unique in the industry not only for its scale but also in the dimensionality of business processes involved. Our team works in close alignment with all business units to understand and conduct research on the analytical requirements of our data projects. The right candidate will also be an essential liaison between the BI team and various business units such as Developer Relations, Ad Sales, Ad Operations, Customer Service, Marketing and Finance. As such, the position demands a highly professional demeanor and strong communication skills, notably the ability to translate between business and technical requirements. Most importantly, we are looking for a keen analytical thinker who enjoys working with and using data to find interesting insights.

Core Competencies:

Essential duties and responsibilities may include, but are not limited to:
Requirements:
Tapjoy is a leading mobile advertising and app monetization company. Our platform empowers advertisers to connect with over 1 billion monthly active users through value exchange advertising that drives awareness, engagement, and the metrics that matter most to their overall growth. Meanwhile, companies such as Scopely, Glu, Ludia, and many of the Top 200 grossing app publishers trust our platform to monetize their content, grow their audiences, and reward their users. Founded in 2007 and headquartered in San Francisco, Tapjoy is a global organization with offices in Santa Barbara, Boston, London, Beijing, Tokyo, and Seoul.

Tapjoy is an equal opportunity employer. We believe that diversity and inclusion lead to stronger, more innovative teams and better business results; we want to draw from the broadest talent pool possible and encourage qualified applicants. Tapjoy does not discriminate on the basis of sex, race, ethnicity, color, age, sexual orientation, gender (including identity and expression), disability (mental or physical), religion, national origin, citizenship, marital status, military or veteran status, or any other protected classification protected by applicable law; we will provide reasonable accommodations for qualified individuals with disabilities, and pursuant to applicable fair chance ordinances, we will consider for employment qualified applicants with arrest and conviction records.

For more information, please visit www.tapjoy.com

]]>"
623,623,"Walmart
3.4","Data Scientist eCommerce, Partner Payments – Marketplace","Sunnyvale, CA",$86K - $168K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,general merchandise & superstores,retail,$10+ billion (usd),"Position Summary...
What you'll do...
About the Job
This role will be a key member of Marketplace Partner Payments financial operations with a focus on building & managing predictive models along with providing analytical support for payments risk mitigation while achieving operational excellence into financial services solutions for our Marketplace sellers.
We are looking for a strong analytics & data science professional to help us manage our payments portfolio risk around credit and fraud landscape through means of designing and implementing novel statistical techniques and who is equally enthusiastic to bring forth new patterns and insights through exploratory data analysis.
Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2
years' experience in an analytics or related field. Option 2: Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science,
Information Technology or related field. Option 3: 4 years' experience in an analytics or related field.
Data science, machine learning, optimization models, Master’s degree in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)
640 W California Avenue, Sunnyvale, CA 94086-4828, United States of America"
624,624,"Fluence
2.5","Sr. ML Data Scientist, Fluence Digital","San Francisco, CA",$125K - $230K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,-1,company - private,utilities,"oil, gas, energy & utilities",$100 to $500 million (usd),"Senior Data Scientist Machine Learning

Location: San Francisco, California (Remote/Flexible)

About Fluence

Fluence, a Siemens and AES company, is the leading global energy storage technology solutions and services company that combines the agility of a fast-growing technology company with the expertise, vision, and financial backing of two industry powerhouses. Building on the pioneering work of AES Energy Storage and Siemens energy storage, Fluences goal is to create a more sustainable future by transforming the way we power our world. The company offers proven energy storage technology solutions designed to address the diverse needs and challenges of customers in a rapidly transforming energy landscape, providing design, delivery, and integration in over 160 countries. Fluence works closely with customers as trusted advisors throughout their journey and provides advisory, financing, and project lifecycle services.



Do others come to you for your subject matter expertise? Are you excited by the challenge of working in a start-up atmosphere with a purpose?

Fluence Digital is seeking a senior data scientist to expand the advanced analytics capabilities of our platform. You will be part of the Data Science team, and work alongside software developers, product managers, and subject matter experts to shape the evolution of our company and the future of the electricity grid.

This position will be within the new Fluence Digital business unit, formed following Fluences acquisition of San Francisco-based start-up AMS. Fluence Digitals software technology uses artificial intelligence, advanced price forecasting, portfolio optimization and market bidding to ensure energy storage and flexible generation assets are responding optimally to price signals sent by the market.



Fluence is defined by its unwavering commitment to safety, quality, and integrity. We take personal ownership in what we do, developing trust in our relationships with internal and external stakeholders. We firmly believe in having honest, forthcoming, and fair communications.

Responsibilities include:


Here at Fluence, we strive to continuously improve, to be intellectually curious and be adaptive to our customers and employees needs. Collaboration is key, both in our partnerships with our customers, and with each other. Fluence prioritizes the most critical efforts that allow for the greatest impact.

The ideal candidate will exhibit:




We are always looking for employees who are excited by challenges and the opportunity to be problem-solvers. Our entrepreneurial mindset allows for creativity, sense of urgency and fulfillment. Our employees love what we do and are passionate about the way we power our world.


Please send your resume and cover letter to careers@fluenceenergy.com.

Fluence IS AN EQUAL OPPORTUNITY EMPLOYER and fully subscribes to the principles of Equal Employment Opportunity to ensure that all applicants and employees are considered for hire, promotion, and job status without regard to race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, marital or familial status."
625,625,"Pendulum.co
4.3","Lead Data Scientist, R and D","San Francisco, CA",$96K - $179K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2013,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"Pendulum™ is on a mission to help people improve physical and mental health by creating a new category of products that target the microbiome. We are researching, developing and commercializing a novel class of rationally-designed Live SynbioticsTM (probiotics + prebiotics) that have demonstrated clinical efficacy to treat conditions like metabolic syndrome, inflammation and neurodegeneration. Pendulum™ has created proprietary pipelines to build a unique discovery platform that identifies key, novel bacterial strains and the prebiotics that feed them.

We are a highly collaborative, cross-functional team of scientists, engineers, physicians, marketers and salespeople interested in improving human health by using the latest research from diverse fields, such as microbiology, molecular biology, high-throughput genomics, distributed computing, pharmaceutical development and nutrition. We greatly value individuals' skills in focused, transparent communication, as our team's success depends on it.

If you’re interested in building a new category of products that will help improve the lives of people globally and you love working in a cross-functional, collaborative, inspiring environment, please continue reading!"
626,626,"Sitecore
3.7",Machine Learning Engineer,"San Francisco, CA",$96K - $170K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,2001,company - private,computer hardware & software,information technology,$50 to $100 million (usd),"Sitecore delivers a digital experience platform that empowers the world’s smartest brands to build lifelong relationships with their customers. A highly decorated industry leader, Sitecore is the only company bringing together content, commerce, and data into one connected platform that delivers more than 500,000 digital experiences every day. Leading companies including American Express, ASOS, Carnival Cruise Lines, Kimberly-Clark, L’Oréal and Volvo Cars rely on Sitecore to provide more engaging, personalized experiences for their customers. Learn more at Sitecore.com

Sitecore is experiencing spectacular growth all over the world. We are currently looking for a highly skilled and experienced Machine Learning Engineer to join the Product Development team and contribute to Sitecore’s vision of enabling our customers to own the experience.

You will join a dynamic, international and cutting-edge organization with high growth rates and highly motivated employees.


We are looking for a passionate machine learning engineer who thrives on building systems leveraging AI and machine learning. As an engineer and expert in machine learning applications, you will be working as part of a team to define and execute data science solutions.

You will work with the Director of Engineering on developing and executing our Sitecore AI machine learning roadmap, by collaborating closely with data scientists, engineers and product managers.



We give you the opportunity to work with a highly skilled team in a dynamic, international and fun work environment. We are an organization where suggestions are welcome, and your influence is embodied in the final product. Sitecore is an open-minded company with great opportunities for personal development.

After an offer is made and accepted, E-verify will be utilized to establish your identity and employment eligibility as required by the U.S. Department of Homeland Security.

Sitecore is proud to be an equal opportunity workplace. We are committed to equal employment opportunity without unlawful regard to race, color, ancestry, religion, gender, national origin, sexual orientation, age, citizenship, marital status, disability, veteran status or any other local legally protected characteristic."
627,627,"JD.com
3.6",Research Scientist - NLP,"Mountain View, CA",$81K - $158K (Glassdoor est.),Job Type : Full-time,5001 to 10000 employees,-1,company - public,"department, clothing, & shoe stores",retail,unknown / non-applicable,"Job Location: Mountain View, CA

Job Type: Full-time

Department: AI Research

JD AI Research is looking for top-notch research scientists to join Silicon Valley Labs. It's an exciting opportunity to join our early stage team to work on a wide variety of research areas in natural language processing, including natural language understanding, natural language generation, spoken dialog systems, question answering and machine reading comprehension.

Responsibilities:
Define ambitious, relevant AI research problems and criteria for evaluating success.

Build state-of-the-art solutions by designing algorithms and carrying out experiments.

Work with engineering teams, when appropriate, to get solutions into use.

Publish in top-notch conferences.


Ph.D. or master's degree in computer science, NLP related field.

Ability to communicate/collaborate with other researchers/engineers including our team members in China (ability to speak Chinese is NOT required)

Ability to implement experiments using scripting languages (Python, Perl, bash) and tools written in C/C++.

Experience working with deep learning frameworks (Tensorflow, Pytorch, Torch, Mxnet, CNTK, etc.) and related tools in each special field;

Publication record in top NLP conferences (ACL, NAACL, EMNLP, NIPS, SIGIR, WWW etc) is a must.

About JD.com and Silicon Valley Labs

JD.com is China's largest online retailer and the biggest overall retailer, as well as the country's biggest Internet company by revenue. In 2017, JD.com reported a net revenue that reached 362.3 billion CNY (US$55.689 billion), an increase of 40.3 percent year-over-year. Google, Walmart, Tencent, Intel, and Farfetch are our strategic partners.

JD.com sets the standard for online shopping through its commitment to quality, authenticity, and its vast product offering covering everything from fresh food and apparel to electronics and cosmetics. Its unrivaled nationwide fulfillment network provides standard same-day and next-day delivery, covering a population of more than 1 billion with a level of service and speed that is unmatched globally.

As a technology-driven company, JD.com is the world's leading company in high tech and AI delivery through drones, autonomous technology, and robots, and possesses the largest drone delivery system, infrastructure, and capability in the world. Our global R&D efforts are headquartered at Silicon Valley Labs in Mountain View, CA. The Silicon Valley Labs focus on building technology and services that will improve user experience and empower our business partners. Areas of research and development include: artificial intelligence, autonomous driving, robotics, computer vision, natural language processing, machine and deep learning, big data, and AR/VR.

Visit https://corporate.jd.com/ for more information.

About J D AI Research (JDAIR)

JD AI Research (JDAIR) focuses on the continuous innovation and optimization of algorithms to meet our developing business needs. Significant areas of research include natural language processing, spoken dialog systems, computer vision, and machine learning (including deep learning and reinforcement learning). JDAIR has established research centers in Beijing and Silicon Valley, and we are in the process of opening an additional research center in Europe.

Visit https://air.jd.com/ for more information.

JD.com is an Equal Opportunity Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class."
628,628,"Facebook
4.3","Data Scientist, Product Analytics - Business Integrity","Menlo Park, CA",$120K - $208K (Glassdoor est.),Job Type : Full-time,10000+ employees,2004,company - public,internet,information technology,$10+ billion (usd),"Decisions made in Business Integrity change the course of Facebook. In Business Integrity, we target some of the most critical issues facing our company, from election interference and user privacy to coordinated networks of bad actors. These issues require inventive, systems-level solutions that enable the business of Facebook while protecting people against harm. Our growing team is looking for people with the courage to think big and the conviction to take on the defining challenges of our company. Together, we can change the course of our business.We are looking for a Data Scientist who can work closely with Engineering and Product leads, drive the product strategy to make the company level impact.
Understand the complex problems that the team addresses and identify opportunities
Develop a long term strategy grounded by excellent analytics work
Articulate opportunities and strategies to executives
Build partnerships with other teams in order to scale analytical approaches and frameworks across similar efforts in the company"
629,629,Sisu,Machine Learning Engineer,"San Francisco, CA",$104K - $188K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,internet,information technology,unknown / non-applicable,"At Sisu, we're building a software platform that empowers people to make better decisions using data. Based on years of cutting-edge research at Stanford, Sisu enables users to quickly and comprehensively understand what’s driving their key metrics, so they never miss a window of opportunity to act.

Sisu leverages the massive amounts of data available within private, first-party data warehouses, which capture a real-time, structured view of organizational behavior. By monitoring the performance of key metrics like revenue, retention, and churn, and their relationships to interactions between key factors like user demographics, campaigns, and acquisition channels, we can help users make better decisions. The key problem Sisu solves is to help identify what’s driving change among this enormous feature and hypothesis space. To do so, we combine statistical analysis and machine learning at scale to provide users personalized, real-time diagnoses of changes in their metrics via an explainable, interpretable user interface.

As a machine learning engineer, you’ll have the opportunity to shape the future of machine learning on massive, structured data. Much like public search engines rely on sophisticated models for ranking and relevance over unstructured text, machine learning is integral to Sisu’s value proposition of ranking and highlighting key drivers behind metrics derived from structured data. These results inform our users on how to take action as their businesses are changing."
630,630,REDICA Systems,Senior Data Scientist,"Pleasanton, CA",-1,Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,unknown / non-applicable,"Company Description

Redica Systems, formerly known as Govzilla, is a technology company using data, analytics, and expertise to deliver meaningful insights to quality and safety professionals around the world. By applying artificial intelligence to large and disparate government data sets, Redica Systems empowers our customers to improve compliance, increase product quality, and build a more efficient organization. Founded in 2010, we serve over 200 customers in the pharma, medical devices, and food industries, including 19 of the top 20 pharma companies and 9 of the 10 top medical devices companies. We’re headquartered in Pleasanton, CA. Let's talk!

Job Description

This is an opportunity for an innovative and hands-on machine learning engineer to help develop, design, and integrate mathematical models into production. We’re looking for team members that love new challenges, cracking tough problems, and working cross-functionally.

If you’re interested in joining a fast-paced, innovative, and delightfully fun team, then we encourage you to apply. If you love the idea of working with customers from top global companies while solving challenging problems with industry experts, back-end engineers, and designers, then this might be the role for you!

Additional Information

Top Pharma Companies, Food Manufacturers, Medical Device Companies, and Service firms from around the globe rely on Redica Systems to mine and process government inspection, enforcement, and registration data in order to quantify risk signals about their suppliers, identify market opportunities, benchmark against their peers, and prepare for the latest inspection trends.

Our data and analytics have been cited by major media outlets such as MSNBC, WSJ, and the Boston Globe.

Redica Systems is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, religion, age, sexual orientation, disability, or veteran status.

All your information will be kept confidential according to EEO guidelines."
631,631,"Akoya Biosciences
4.0",Imagery Analyst Scientist,"Menlo Park, CA",-1,Job Type : Full-time,51 to 200 employees,-1,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"Title: Image Analysis Scientist
Department: Research & Development, Reagents
Location: Menlo Park, CA
About Akoya Biosciences:
Akoya Biosciences, Inc., The Spatial Biology Company™, with offices in Menlo Park, CA and Marlborough, MA is a well-funded and emerging growth company that is developing powerful imaging tools to enable scientists and clinical researchers to gain a better understanding of complex diseases such as cancer and autoimmune disorders. Our CODEX® platform, spun out of the lab of Dr. Garry Nolan at Stanford University, enables the assessment of more than 40 protein markers in a sample and is ideally suited for biomarker discovery. Our Phenoptics™ platform, the industry standard for multiplex IF/IHC provides the assay robustness and throughput necessary for translational and clinical research required in clinical trials. Our partnerships with the academic community and our customers have resulted in a robust pipeline of future products."
632,632,"RELX Group
3.1",Senior Data Scientist,"San Jose, CA",$85K - $165K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1968,subsidiary or business segment,advertising & marketing,business services,$1 to $2 billion (usd),"LexisNexis Risk Solutions
Explore our passion for discovery
Global companies and governmental entities rely on us to solve their most complex data challenges. Our employees collaborate to reduce risks and create opportunities for customers in more than 100 countries. We’re adaptable, curious and ambitious. That’s why here, you’ll have the freedom to drive change, the trust to find your own path, and the space to explore more
Job Summary
The data scientist will play a leading role in Machine Learning team and work directly on analytics products, which will be deployed in ThreatMetrics global digital identity network. The focus of deliverables will be on building high performing fraud detection models that will be used by thousands of our customers in risk management for various industries on payment, account login, and new account creation. We are the leader in digital identity field, and the new hire will be able to work on innovative digital identity products and continually bring global digital identity intelligence into customer facing machine learning products."
633,633,"Kodiak Robotics
4.5",Machine Learning Engineer,"Mountain View, CA",$168K - $207K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2018,company - private,computer hardware & software,information technology,unknown / non-applicable,"Kodiak was founded in April 2018 to develop autonomous technology that carries freight forward—so people, partners, and the planet thrive. Navigating highway environments presents vastly different challenges than urban streets. Kodiak’s experienced team has developed the industry’s most advanced technology stack purpose-built specifically for long-haul trucks. From our sensor fusion system that maximizes the value of every sensing modality, to our unique lightweight mapping solution that allows our trucks to navigate ever-changing highway construction zones, our world-class team of industry pioneers is bringing the benefits of autonomy to the $800B a year trucking industry quickly, safely, and efficiently.

We are looking for a highly skilled machine learning engineer to join us and solve real-world robotics problems.
In this role, you will:
Be responsible for designing machine learning algorithms and implementing them in robust, efficient, and well-tested C++ and/or Python code."
634,634,"Splunk
4.2",Applied Scientist (Machine Learning) - US Remote,"San Francisco, CA",$123K - $207K (Glassdoor est.),Job Type : Full-time,5001 to 10000 employees,2003,company - public,enterprise software & network solutions,information technology,$1 to $2 billion (usd),"Join us as we pursue our disruptive new vision to make machine data accessible, usable and valuable to everyone. We are a company filled with people who are passionate about our product and seek to deliver the best experience for our customers. At Splunk, we’re committed to our work, customers, having fun and most importantly to each other’s success. Learn more about Splunk careers and how you can become a part of our journey!
Splunk’s Applied Research Group builds and deploys the mathematical models underpinning Splunk’s core products. We tackle a spectrum of problems across optimization, inference, forecasting, time series modeling, log mining. We are hiring motivated Scientists across all these areas.
The ideal candidate will be a critical thinker who is passionate about building and deploying mathematical models for challenging problems and is excited to work in a fast-paced environment.
Role:"
635,635,"Capgemini
3.8",Data Scientist - San Francisco - Experienced only,"San Francisco, CA",$78K - $144K (Glassdoor est.),Job Type : Full-time,10000+ employees,1967,company - public,enterprise software & network solutions,information technology,$10+ billion (usd),"Data Scientist - San Francisco - Experienced only
053312

The AI & Analytics practice group at Capgemini is expanding its footprint rapidly. As part of the fastest growing digital practice within Capgemini, we work with the latest advanced analytics, machine learning, and big data technologies to extract meaning and value from data in a number of different industries, including Media & Entertainment, High Tech, Automotive, Consumer Products & Retail, Industrial Products, Manufacturing, Telecom, Aerospace & Defense, and Energy & Utilities.
The AI & Analytics group is the fastest growing digital practice at Capgemini demanding agile innovation. As part of the AI & Analytics group, you will work in a collaborative environment with internal and client resources to understand key business goals, build solutions, and present findings to client executives while solving real-world problems. If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical understanding, and technical know-how, the AI & Analytics practice group at Capgemini is the best place to grow your career

Work in a collaborative environment with global teams to drive client engagements in a broad range of industries to design and build scalable AI and Machine Learning solutions to solve business problems and create value by leveraging client data"
