,company,job title,headquarters,salary estimate,job type,size,founded,type,industry,sector,revenue,job description
620,"Dell Technologies
4.2",Data Analyst-AI/ML (Remote-US),"San Francisco, CA",$70K - $137K (Glassdoor est.),Job Type : Full-time,10000+ employees,1984,company - public,it services,information technology,$10+ billion (usd),"We put the same vision into optimizing the online user experience as we do in creating game-changing products. This is where our E-Business professionals come into their own. They are industry experts on emerging technology. They manage the development, implementation and coordination of cutting-edge internet marketing strategies while driving merchandising product placement, pathing, promotion and content to optimize conversion and consideration. The team also leads on campaign management, product launch, online merchandising and end-to-end conversion.
Join us as a Data Analyst on our Dell Digital Analytics and Data Science team to do the best work of your career and make a profound social impact. This position is open to remote workers in the US.
What you’ll achieve
As a Data Analyst, you will be responsible for delivering analytical insights to provide actionable recommendations to influence Online Support (ie. “dell.com/support” and “Dell Community”) product development and to optimize user experience by considering the speed, stability, and user behaviors of the website. You will work with data engineers, data scientists, architects, application product owners, software developers, UX designers, and business partners on improving Online Support’s CSAT (Customer Satisfaction), TTI (Time to Interact), and case deflection rate."
621,"Facebook
4.3","Data Scientist, Product Analytics – Community Messaging","Menlo Park, CA",$119K - $200K (Glassdoor est.),Job Type : Full-time,10000+ employees,2004,company - public,internet,information technology,$10+ billion (usd),"The Community Messaging team has a mission to build the future of real-time, online community building. This is a 0 to 1 project that will enable communities to create a rich real-time presence online and reduce the friction for users to participate in communities. Our product team will span both Messenger and the Facebook Groups experience to create the best community building product available.
Build a long-term vision for the team
Design and implement robust testing frameworks that are cognizant of the impact of network effects
Drive deep understanding of how Communities communicate in real-time, synchronous scenarios as opposed to asynchronous
Drive strategic vision for how data can impact the product development of a new 0 to 1 initiative
Leverage data to drive growth, build understanding for how major product decisions will impact/cannibalize existing products, and define optimal product positioning"
622,"First Republic Bank
4.3",Quantitative Analyst - Transaction Monitoring,"San Francisco, CA",$85K - $147K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1985,company - public,banks & credit unions,finance,$10+ billion (usd),"Description
At First Republic, we care about our people. We offer extraordinary client service in private banking, private business banking, and private wealth management. Founded in 1985, we believe that personal connections are everything and our success is driven by the relationships we form with our colleagues and clients. You'll always feel empowered and valued at First Republic.

Incredible teams doing exceptional work, every day.
The Financial Crimes Risk Management group consists of anti-money laundering, economic sanctions, foreign corruption, fraud, and corporate security. Our program is designed to ensure protection of our clients, the U. S. financial system, and our country from illicit actors who exploit banking services with nefarious and criminal intent. Our fraud group protects our clients and Bank from losses while the Bank's physical security team protects our clients, visitors, employees and Bank's monetary and physical assets."
623,"Kodiak Robotics
4.5",Machine Learning Engineer,"Mountain View, CA",$87K - $157K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,2018,company - private,computer hardware & software,information technology,unknown / non-applicable,"Kodiak was founded in April 2018 to develop autonomous technology that carries freight forward—so people, partners, and the planet thrive. Navigating highway environments presents vastly different challenges than urban streets. Kodiak’s experienced team has developed the industry’s most advanced technology stack purpose-built specifically for long-haul trucks. From our sensor fusion system that maximizes the value of every sensing modality, to our unique lightweight mapping solution that allows our trucks to navigate ever-changing highway construction zones, our world-class team of industry pioneers is bringing the benefits of autonomy to the $800B a year trucking industry quickly, safely, and efficiently.

We are looking for a highly skilled machine learning engineer to join us and solve real-world robotics problems.
In this role, you will:
Be responsible for designing machine learning algorithms and implementing them in robust, efficient, and well-tested C++ and/or Python code."
624,"Google
4.5","Data Analyst, Users and Products, gTech","Mountain View, CA",$80K - $157K (Glassdoor est.),Job Type : Full-time,10000+ employees,1998,company - public,internet,information technology,$10+ billion (usd),"Note: By applying to this position you will have an opportunity to share your preferred working location for this position from the following: Mountain View, CA, USA; Boulder, CO, USA
Minimum qualifications:
4 years of industry experience in a consumer-internet, web analytics, or closely related analytics role.
3 years of experience coding in SQL, Python, or R.
2 years of experience with stakeholder management.

Preferred qualifications:
Master's degree in Engineering or technical/scientific field of study or equivalent practical experience.
3 years of experience with utilizing multiple forecasting tools and software, with the ability to manually produce the same results.




Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form."
625,"Freenome Holdings
4.9",Senior Clinical Data Scientist,"South San Francisco, CA",-1,Job Type : Full-time,51 to 200 employees,2014,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"Senior Clinical Data Scientist
Freenome’s Senior Clinical Data Scientist will lead the ingestion, storage, and reporting of clinical data collected as part of Freenome’s product and platform development efforts. You will apply data science approaches to design, develop, and manage tools that enable efficient capture, integration, and clinical data interpretation.
How you’ll contribute:
Clean, organize, and ingest clinical data collected as part of Freenome’s clinical study efforts.
Work with other stakeholders to develop processes to ensure the accuracy, completeness, and consistency of metadata associated with patient samples."
626,"Rivian Automotive
4.3",Senior Supplier and Manufacturing Reliability Data Scientist,"Palo Alto, CA",$170K - $182K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2009,company - private,transportation equipment manufacturing,manufacturing,unknown / non-applicable,"at Rivian Automotive
United States, California, Palo Alto
Rivian is on a mission to keep the world adventurous forever. This goes for the emissions-free Electric Adventure Vehicles we build, and the curious, courageous souls we seek to attract.
As a company, we constantly challenge what’s possible, never simply accepting what has always been done. We reframe old problems, seek new solutions and operate comfortably in areas that are unknown. Our backgrounds are diverse, but our team shares a love of the outdoors and a desire to protect it for future generations.
We operate development centers in Plymouth, Michigan; Southern California (Irvine, Carson & LA); Silicon Valley (San Jose and Palo Alto); Vancouver, British Columbia; and Surrey, England; as well as a manufacturing facility in Normal, Illinois."
627,"University of California Berkeley
4.4","Lecturer - Division of Computing, Data Science and Society","Berkeley, CA",$105K - $140K (Glassdoor est.),Job Type : Full-time,unknown,-1,company - public,-1,-1,unknown / non-applicable,"The Division of Computing, Data Science, and Society (CDSS) at the University of California, Berkeley invites applications for a pool of qualified temporary lecturers to teach CDSS courses should an opening arise. Screening of applicants is ongoing and will continue as needed. The number of positions varies from semester to semester (fall, spring and summer sessions), depending on the needs of the unit. The CDSS generally hires lecturers for appointment at 15% to 100% time on a semester basis.

About CDSS
The Division of Computing, Data Science, and Society (CDSS) is a dynamic, innovative new structure at UC Berkeley that represents a once-in-a-generation transformation. The Division brings together faculty, researchers, and students from computing, statistics, the humanities, and social and natural sciences, mirroring the cross-cutting nature of data science and redefining the research university for the digital age. Core to the Division is a commitment to examining how the digital revolution affects equity and opportunityand building the capacity to respond to these challenges. CDSS connects the Data Science Education Program, School of Information, Departments of Electrical Engineering & Computer Sciences and Statistics, the Berkeley Institute for Data Science, and the Data Science Commons. The Division is responsible for growing Berkeley's broad-based data science education program, including classes and programs serving thousands of undergraduate students a year.

CDSS is committed to hiring and developing staff who want to work in a high performing culture that reflects the outstanding work of our faculty and students. CDSS is interested in candidates whose previous experience has prepared them to contribute to our commitment to diversity and inclusion.

Responsibilities
CDSS is seeking outstanding instructors to be appointed in the non-Senate Lecturer title series who can teach small and large courses in several areas. We are particularly interested in instructors who can combine computational and inferential thinking in a way that reflects the new field of Data Science Education.


Fundamentals of Data Science
Principle and Techniques of Data Science
Human Contexts and Ethics of Data
Data and Justice
Data, Inference, and Decisions
Honors Thesis Seminar

Instructors may be hired to teach Connector Courses that connect Foundations of Data Science with other disciplines, such as neuroscience, legal studies, public health, demography, English or others. Connector courses allow students to apply theoretical concepts from data science to a particular area of interest. Course design and syllabus will leverage the sequence of computational and statistical techniques that students learn in the Foundations course.

In addition to teaching responsibilities, general duties include: hold office hours, assign grades, advise students, prepare course materials (e.g., syllabus), provide clear and prompt feedback on student work, and maintain the course website with support from the graduate student instructor (GSI).


Must have an advanced degree or be enrolled in an advanced degree program at the time of application.


Must have an advanced degree. Candidates must already be authorized to work in the United States.


A Ph.D. or equivalent international degree in computer science, statistics, information, applied mathematics, engineering, or the social sciences is preferred.

a record of superior academic or professional performance; the ability to be self-directed with broadly-defined limits on assignments; excellent communication skills, both oral and written; and a demonstrated ability to interact efficiently with diverse people in a highly multidisciplinary environment.

CDSS is interested in candidates who will contribute to diversity and equal opportunity in higher education through their teaching.

Salary is commensurate with experience.

UC Berkeley has an excellent benefits package as well as a number of policies and programs to support employees as they balance work and family, if applicable.

This position is in a represented bargaining unit.


https://aprecruit.berkeley.edu/JPF02809

Applications will be accepted and reviewed for department needs through November 1, 2021. Applications are typically considered in April and May for fall course needs, in September and October for spring course needs, and February and March for summer course needs. The pool will close November 30, 2021; applicants wishing to remain in the pool after that time will need to submit a new application.

Letters of reference will only be solicited for finalists. All letters will be treated as confidential per University of California policy and California state law. Please refer potential referees, including when letters are provided via a third party (i.e., dossier service or career center), to the UC Berkeley statement of confidentiality ( https://apo.berkeley.edu/ucb-confidentiality-policy ) prior to submitting letters.

The use of a lecturer pool does not guarantee that an open position exists. See the review date specified in AP Recruit to learn whether the unit is currently reviewing applications for a specific position. If there is no future review date specified, your application may not be considered at this time.

Please email questions to the Anusha Joga, at CDSS_HR@berkeley.edu .

The University of California is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, age or protected veteran status. For the complete University of California nondiscrimination and affirmative action policy see:
http://policy.ucop.edu/doc/4000376/NondiscrimAffirmAct .

jeid-fb5000ad96a74c4bade9ae425a9c320d"
628,"First Republic Bank
4.3",Sales Quantitative Analyst,"San Francisco, CA",$89K - $136K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,1985,company - public,banks & credit unions,finance,$10+ billion (usd),"Description
At First Republic, we care about our people. Founded in 1985, we offer extraordinary client service in private banking, private business banking and private wealth management. We believe that personal connections are everything and our success is driven by the relationships we form with our colleagues and clients. You'll always feel empowered and valued here.

Incredible teams doing exceptional work, every day
Eagle Intelligence is a key initiative using analytics to strengthen First Republic's high-touch foundation with high-tech insights. We provide insights for bankers to pinpoint new business opportunities, strengthen existing opportunities, and understand clients through a unique perspective. We are transforming the way we do business while maintaining the client-centric approach First Republic is known for."
629,"V-Soft Consulting Group, Inc.
3.7",Machine Learning Engineer,"San Jose, CA",-1,Job Type : Full-time,501 to 1000 employees,1997,company - private,staffing & outsourcing,business services,$100 to $500 million (usd),"Software Engineer-Infotainment
Primary Location: California

V-Soft Consulting is currently seeking Software Engineer-Infotainment client in California. This is a contract position in automotive industry.

WHAT YOU’LL NEED:
Education and Experience »"
630,"Agama Solutions
3.7",BSA Data Science,"San Francisco, CA",$102K - $166K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,-1,contract,computer hardware & software,information technology,$10 to $25 million (usd),"Minimum Job-Specific Skills/Qualifications Required (in order of relative importance):
Experience managing technical projects, including conflict resolution, issue escalations, status reporting and resource management.
Experience in R and Stata.
Experience with data visualization and software such as Tableau and Power BI.
Excellent oral, written, analytical and communication skills with the ability to lead a technical discussion to both technical and non-technical staff.
Excellent presentation skills for both technical and non-technical audiences, including creating and presenting executive summaries to management and technical committees.
Excellent analytical, verbal and conflict resolution skills."
631,LVIS Corporation,Machine Learning Engineer,"Palo Alto, CA",$94K - $162K (Glassdoor est.),Job Type : Full-time,unknown,-1,company - private,-1,-1,unknown / non-applicable,"Responsibilities
Develop, experiment, and verify a deep learning model based on signal and image data.
Analyze, process, and augment unrefined various signal and image data.
Communicate and collaborate with team members including neuroscientists in the development of machine learning models.
Basic Qualifications
Familiarity with machine learning algorithms and deep neural networks.
1+ years of experience with one or more deep neural network frameworks (e.g. Tensorflow, Keras, Pytorch, Caffe, MXNET, CNTK, etc.).
Strong programming skills in Python, C++, or other programing languages."
632,worldcoin.org,Machine Learning Engineer,"San Francisco, CA",-1,Job Type : Full-time,-1,-1,-1,-1,-1,-1,"Worldcoin is a new global digital currency that will launch by giving a share to every single person on earth.

We believe that the transition to a native financial layer on the internet is an important step for humanity. It is free, frictionless and not controlled by anyone. This transition has already started on a small scale for insiders, but cryptocurrencies have failed to reach mass adoption over the last 10 years.

Worldcoin aims to rectify this by creating a new cryptocurrency and distributing it to everyone on earth through a novel approach: a dedicated hardware device ensuring both humanness and uniqueness of everybody signing up, while maintaining their privacy and the overall transparency of a permissionless blockchain. Machine Learning Engineer - Security Team

We are looking for a machine learning engineer to help us ensure fairness and build trust with our users. Worldcoin will deploy a novel IoT device in unsecured environments to solve the ""unique human"" problem that has foiled previous attempts at a ""fair launch."" The device will be able to biometrically verify newcomers to the network under adversarial conditions, while simultaneously preserving privacy in an auditable manner. You will advance the device's state-of-the-art security system, with a heavy focus on machine learning. You will work closely with our device hardware and software teams to design and implement fraud detection algorithms to be iteratively deployed in field tests, as well as attacked by internal and external red teams.
Requirements

Extensive prior work in computer vision research.
Strong foundation in probability and statistics.
Many years of programming experience (e.g. Python, Rust).
Familiarity with sensor fusion, deep learning, and anomaly detection.
Experience working in security-critical systems a plus.

ABOUT WORLDCOIN

Worldcoin is co-founded by Sam Altman, Alex Blania and Max Novendstern and funded by Andreessen Horowitz and others. We are looking for mission-driven and high-performing team players, who will help us onboard everyone on earth into a new borderless financial system.


Health, dental, and vision insurance for you and your family

Unlimited time off

Parental leave

Flexible work hours

401(k) plan

Professional learning and development stipend

Lunch and dinner each day upon return to office"
633,"Capgemini
3.8",Data Scientist - Experienced in San Francisco,"San Francisco, CA",$78K - $144K (Glassdoor est.),Job Type : Full-time,10000+ employees,1967,company - public,enterprise software & network solutions,information technology,$10+ billion (usd),"Data Scientist - Experienced in San Francisco
053311

The AI & Analytics practice group at Capgemini is expanding its footprint rapidly. As part of the fastest growing digital practice within Capgemini, we work with the latest advanced analytics, machine learning, and big data technologies to extract meaning and value from data in a number of different industries, including Media & Entertainment, High Tech, Automotive, Consumer Products & Retail, Industrial Products, Manufacturing, Telecom, Aerospace & Defense, and Energy & Utilities.
The AI & Analytics group is the fastest growing digital practice at Capgemini demanding agile innovation. As part of the AI & Analytics group, you will work in a collaborative environment with internal and client resources to understand key business goals, build solutions, and present findings to client executives while solving real-world problems. If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical understanding, and technical know-how, the AI & Analytics practice group at Capgemini is the best place to grow your career

Work in a collaborative environment with global teams to drive client engagements in a broad range of industries to design and build scalable AI and Machine Learning solutions to solve business problems and create value by leveraging client data"
634,"Penumbra US
3.9",Advanced Algorithms / Machine Learning Engineer,"Alameda, CA",$87K - $163K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2004,company - public,health care services & hospitals,health care,$100 to $500 million (usd),"As the Advanced Algorithms / Machine Learning Engineer, you will be responsible for research, development, and testing of advanced algorithms on the REAL System virtual reality platform. Initial areas of focus will be on user sensing, detecting and measuring performance metrics, digital biomarkers and physical characteristics of the user. You will use your extensive knowledge of machine learning, statistics, stochastic models, and deterministic models to develop novel approaches to abstract biomedical information from data collected by the sensor array on the REAL System hardware.
What You'll Work On
Research, develop and maintain predictive model training pipelines
Perform R&D on feature selection and model design
Develop and automate hyperparameter optimizations
Test, validate and deploy algorithms and models"
635,Parker Institute of Cancer Immunotherapy (PICI),Senior Data Scientist,"San Francisco, CA",$115K - $209K (Glassdoor est.),Job Type : Full-time,-1,-1,-1,-1,-1,-1,"About Us
The Parker Institute for Cancer Immunotherapy (PICI) is radically changing the way cancer research is done. Founded in 2016 through a $250 million gift from Silicon Valley entrepreneur and philanthropist Sean Parker, the San Francisco-based nonprofit is an unprecedented collaboration between the country’s leading immunotherapy researchers and cancer centers, including Memorial Sloan Kettering Cancer Center, Stanford Medicine, the University of California, Los Angeles, the University of California, San Francisco, the University of Pennsylvania and The University of Texas MD Anderson Cancer Center. The institute also supports top researchers at other institutions, including City of Hope, Dana-Farber Cancer Institute, Fred Hutchinson Cancer Research Center, Icahn School of Medicine at Mount Sinai, Institute for Systems Biology and Washington University School of Medicine in St. Louis.
By forging alliances with academic, industry and nonprofit partners, PICI makes big bets on bold research to fulfill its mission: to accelerate the development of breakthrough immune therapies to turn all cancers into curable diseases."
636,"Amazon Dev Center U.S., Inc.
3.8",Applied Scientist- AWS AI,"East Palo Alto, CA",$125K - $198K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,internet,information technology,$10+ billion (usd),"Graduate degree (MS or PhD) in Electrical Engineering, Computer Science, Mathematics or Physics with specialization in speech recognition, natural language processing, machine translation, time series analysis, signal processing, or machine learning.
·
Breadth and depth knowledge of ML learning algorithms.
5+ years of relevant experience in industry and/or academia.
·
Familiarity with programming languages such as C/C++, Python, Java or Perl.
Amazon is looking for a passionate, talented, and inventive Applied Scientists with a strong machine learning background to help build industry-leading Speech and Language technology.

Our mission is to provide a delightful experience to Amazon’s customers by pushing the envelope in Automatic Speech Recognition (ASR), Machine Translation (MT), Natural Language Understanding (NLU), Machine Learning (ML) and Computer Vision (CV).

As part of our AI team in Amazon AWS, you will work alongside internationally recognized experts to develop novel algorithms and modeling techniques to advance the state-of-the-art in human language technology. Your work will directly impact millions of our customers in the form of products and services that make use of speech and language technology. You will gain hands on experience with Amazon’s heterogeneous speech, text, and structured data sources, and large-scale computing resources to accelerate advances in spoken language understanding.

ASR, MT, NLU, text-to-speech (TTS), and Dialog Management, in addition to Computer Vision.

About Us

Inclusive Team Culture
Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth
Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit https://www.amazon.jobs/en/disability/us"
637,"McDonald's Corporate
3.5","Data Scientist, ML Evaluation - McD Tech Labs","Mountain View, CA",$95K - $182K (Glassdoor est.),Job Type : Full-time,10000+ employees,1955,company - public,fast-food & quick-service restaurants,"restaurants, bars & food services",$10+ billion (usd),"Refer A Friend
Company Description

We are proud to be one of the most recognized brands in the world, with restaurants in over 100 countries and billions of customers served each year. McDonald's is people business just as much as we are a restaurant business. We strive to be the most inclusive brand on the globe by building a workforce with different strengths who make delicious, feel good moments that are easy for everyone to enjoy.
At McDonald's, we are dedicated to using our scale for good: good for people, our industry and the planet. We see every single day as a chance to have a lasting impact on our customers, our people and our partners. We will continue to pursue big, global initiatives while remaining kind neighbors and supporters of our local communities."
638,"Collective Health
3.8",Senior Data Scientist - Algorithms,"San Francisco, CA",$101K - $181K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,2013,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,"We all depend on healthcare throughout our lifetimes, for ourselves, and our families and friends, but it is notoriously difficult to navigate and understand. As an industry that comprises 20% of the US economy we think healthcare should work better for all of us. At Collective Health we believe it's time for a new day in healthcare where as members we are informed and empowered to make the right care choices when the decisions are urgent and critical.
The Data Science - Algorithms team uses ML and advanced statistical modeling to help Collective Health build smart, scalable products that are valuable to our members and clients, yet work for our business. The team brings together deep technical expertise and strong domain knowledge of claims, payments, and plan enrollment data, to arrive at technical insights on how to solve problems of noisy data processing and personalization at scale. The main areas of focus for the team are to deliver operational efficiency improvements through ML-based solutions, and to research cost-effective ways to drive better health outcomes for our members.

Members of the Data Science - Algorithms team own projects from the initial opportunity sizing and research stages, through implementation, deployment, impact assessment, and iterative refinement. Thus, we expect all team members to be able to collaborate with technical and non-technical stakeholders, define and socialize concrete action plans when faced with ambiguity and conflicting requirements, perform rigorous data analyses on large data sets, write high-quality production code, and be self-sufficient in debugging and fixing issues in distributed data processing systems.


Design scalable, safe, and self-improving solutions to increase the efficiency and speed of internal operations, including efforts to process healthcare claims data, identify and outreach patients based on clinical criteria, and evaluate the ROI of our work

Develop, deploy, and manage models to assist in processing of ambiguous or messy claims and eligibility data

Define metrics and experiments to assess the impact of product initiatives on internal operations, healthcare utilization, healthcare costs, and health outcomes

Champion continuous improvement of the team's processes and tooling

Mentor and coach other Data Scientists

Define and supervise econometric analyses such as matched comparisons of healthcare utilization, cost, and quality outcomes using regression methods including difference-in-differences analyses, propensity score-matched comparisons, and related regression methods

Define project roadmap through consultation and project management with stakeholders in other fields, including clinical providers of healthcare services, operations teams conducting customer service functions, and business intelligence and analytics teams delivering reports to internal and external stakeholders


An advanced degree (MS/PhD) in a quantitative field such as such as computer science, statistics, operations research, epidemiology, health economics or bioinformatics

5 years of experience as a Data Scientist in the healthcare industry or similar

Experience developing machine learning models from inception to healthcare business impact in a cross-functional team

Experience performing advanced statistical analysis on healthcare data , particularly large-scale claims data

Strong programming skills in Python and SQL

Excellent communication skills in both technical and non-technical settings

Versatility with modern cloud infrastructure and distributed computing (AWS, Docker, Presto, Spark, etc.)

Experience productionizing real-time machine learning models is a plus

Founded in 2013, Collective Health has created an ecosystem of innovative partners across care and benefits delivery, as well as built a powerful and flexible infrastructure to better enable employees and their families to understand, navigate, and pay for healthcare. By reducing the administrative lift of delivering health benefits, providing an intuitive member experience, and improving health outcomes, the company guides employees toward healthier lives and companies toward healthier bottom lines. Collective Health is headquartered in San Francisco, CA with locations in Chicago, IL, and Lehi, UT. For more information, please visit collectivehealth.com .

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Collective Health is committed to providing support to candidates who require reasonable accommodation during the interview process. If you need assistance, please contact recruitingaccommodations@collectivehealth.com ."
639,"Braintrust
5.0",Data Engineer (NO C2C),"San Francisco, CA",$88K - $127K (Glassdoor est.),Job Type : Full-time,unknown,2018,company - private,consulting,business services,$5 to $10 million (usd),"JOB TYPE: Freelance, Contract Position - No agencies (See notes below)
LOCATION: Remote (TimeZone: BST, CST, EST)
HOURLY RANGE: Our client is looking to pay $50 - $60 USD / HR
ESTIMATED DURATION: 40Hrs/Week - Long Term, 6-month project
HIGH-LEVEL QUALIFICATIONS:

ABOUT US:
Braintrust (usebraintrust.com) is a user-controlled talent network, where you keep 100% of what you earn and actually get to own the platform. We've been onboarding some big clients and specifically need a for our client.



This is a remote position."
640,"Twitch Interactive, Inc.
3.8",Machine Learning Engineer - Safety Product,"San Francisco, CA",$108K - $180K (Glassdoor est.),Job Type : Full-time,10000+ employees,1994,company - public,internet,information technology,$10+ billion (usd),"You Have:
Bachelors in Computer Engineering/Science or equivalent
Outstanding programming skills
Demonstrated ability to understand and contribute to large software systems
Experience building distributed services or backend services and understand scaling computation to thousands of machines
Passion for machine learning
About US:
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to outstanding esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate and grow their personal interests and passions. We're always live at Twitch. Continually learn about all things Twitch on Linkedin, Twitter and on our Blog.


Are you passionate about making Twitch safer, more inclusive, and a nicer place to enjoy? This position lets you do exactly that! You will be part of a rapidly growing Machine Learning team which develops and deploys algorithms that are the first line of defense of users' safety at Twitch. You will work with passionate co-workers who live Twitch's mission and put their hearts into their work. If this sounds like an environment where you will thrive, come and join our team!




Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

We are an equal opportunity employer and value diversity at Twitch. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
641,SiriusXM,Senior Data Scientist - Content Science,"Oakland, CA",$85K - $181K (Glassdoor est.),Job Type : Full-time,-1,-1,-1,-1,-1,-1,"SiriusXM and Pandora have joined together to create the leading audio entertainment company in the U.S. Together, we are uniquely positioned to lead a new era of audio entertainment by delivering the most compelling subscription and ad-supported audio experiences to millions of listeners - in the car, at home and on the go. Our talent, content, technology and innovation continue to be at the forefront, and we want you to be a part of it! Check out our current openings below and at www.siriusxm.com/careers.

Position Summary:
SiriusXM + Pandora have joined together to create the world's largest audio entertainment company. Together, we are uniquely positioned to lead a new era of audio entertainment by delivering the most compelling subscription and ad-supported audio experiences to millions of listeners - in the car, at home and on the go. Our talent, content, technology and innovation continue to be at the forefront, and we want you to be a part of it!
As a Content Scientist, you will be building products and services to identify, organize, and recommend music and non-music content to hundreds of millions of Pandora and SiriusXM listeners at scale. You will join a team of scientists with diverse expertise in machine learning, statistics, natural language understanding, and recommendation systems. For this special role, we are looking for a senior machine learning scientist who shares our enthusiasm for music and talk content and will develop cutting edge solutions using techniques from natural language understanding, information extraction, graph mining, etc. to manage and scale content systems & services that are foundational to providing delightful audio experiences to 100MM+ listeners."
642,"NVIDIA
4.7","Inception Program Specialist, AI and Data Science Startups","Santa Clara, CA",$96K - $180K (Glassdoor est.),Job Type : Full-time,10000+ employees,1993,company - public,computer hardware & software,information technology,$5 to $10 billion (usd),"We are looking for a North America Inception Program Specialist to join Inception - NVIDIA’s acceleration platform for AI, data science, and HPC startups, providing critical go-to-market support, expertise, and technology. This startup-focused role is for someone who believes that artificial intelligence, deep learning, and data science bring a new computing revolution and have the potential to positively transform our world. You are passionate about finding, recruiting, and supporting startups in an effort to grow NVIDIA platforms' adoption across the startup ecosystem.
You will be responsible for growing Inception’s member base, educating, and nurturing startups across all of NVIDIA’s platforms and verticals. This involves a range of activities such as recruiting startups as Inception partners, onboarding new members, enabling startups to redeem Inception benefits, and coordinating events to connect the Inception community. This person will report to the Americas Inception lead and will work closely with a sizable cross-functional team within NVIDIA, including Inception, Solutions Engineering, Developer Relations, Product Management, Sales, and Marketing teams.
NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression , sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law."
643,"Bayer
4.1",Data Entry (Expert) - Data Science - R&D - PH - US,"Berkeley, CA",$89K - $155K (Glassdoor est.),Job Type : Full-time,10000+ employees,1863,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Tasks:
Support the On the Job Training Record paperless project and validation work; including data entry and scanning processes.
Accountable for the accuracy and integrity of all hard copy training records and training databases.
Manage LMS and hard copy training records programs to ensure on-going compliance to training policies and procedures. Where compliance gaps are found, take immediate steps to correct and maintain compliance.
Track and implement content/item changes and LMS reporting. Maintain revision control of training content and materials regardless of media and delivery method.
Work with Technical Training Managers to ensure that web-based and live courses are kept up to date and are in line with best practices. Stay up to date with relevant systems, software and online training technology. Support Technical Training and Site Compliance in an effective and efficient manner for Berkeley Site. Ensure compliant and timely support for web-based and other learning methodologies and ensuring all training records and documentation are current through establishment of training metrics, and monitoring training effectiveness. Promote knowledge sharing and use of e-Learning tools for technical training and qualification documentation to drive compliant solutions and reduce inefficiencies."
