,company,job title,headquarters,salary estimate,job type,size,founded,type,industry,sector,revenue,job description
656,"Salesforce
4.4",Sustainability Senior Data Analyst,"San Francisco, CA",$98K - $164K (Glassdoor est.),Job Type : Full-time,10000+ employees,1999,company - public,computer hardware & software,information technology,$10+ billion (usd),"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Program/Project Management
Job Details
Salesforce is the #1 CRM, bringing companies and customers together in the digital age. Founded in 1999, Salesforce enables companies of every size and industry to take advantage of powerful technologies — cloud, mobile, social, and artificial intelligence — to connect to their customers in a whole new way. Salesforce serves as a trusted advisor and partner to help companies transform their businesses around the customer.

At Salesforce, we believe that business is a powerful platform for driving positive social and environmental impact for all stakeholders. Our customers and products span every industry, and that’s why we use the United Nations Sustainable Development Goals (SDGs) as a framework for action. The 17 goals outlined in the SDGs are an urgent call for action for public, private, and social sectors to come together in global partnership and measure our collective progress against the world's most pressing challenges.

The Sustainability team helps put Salesforce’s full power towards improving the state of the world. We’re looking for an experienced data analyst to bring Salesforce’s carbon accounting & audit program to the next level. If you have strong accounting & analytical skills, experienced in data audit, and passion about using technology/tools to improve processes and accelerate climate action, you are the right candidate for this job!

This position will report to the Sustainability Manager and work closely with the entire Sustainability team and cross-functional business partners.








Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records."
657,"Tempus
3.3",(Senior) Machine Learning Scientist - Computational Pathology,"Redwood City, CA",$102K - $192K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,2015,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"Passionate about precision medicine and advancing the healthcare industry?

Recent advancements in underlying technology have finally made it possible for AI to impact clinical care in a meaningful way. Tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.

We are seeking an expert in image analysis, machine learning, and computer vision to join our imaging team as a (Senior) Machine Learning Scientist .

What you'll do:
As part of an interdisciplinary team, you will work on developing advanced image analysis techniques (segmentation, classification, object detection) to support precision medicine applications. The successful candidate will work collaboratively with a diverse team of scientists, pathologists, and biologists; develop best-in-class algorithms that directly address important biological and clinical questions, and incorporate image-based data with clinical and molecular data to drive immuno-oncology research.


Advanced degree (Masters or Ph.D.) in computer science, biomedical engineering, biomedical imaging or a related field
Experience developing, training, and evaluating classical machine/deep learning models, such as SVMs, Random Forests, Gradient Boosting, CNN, FCN, ResNet, GAN, etc.
Experience developing, training, and evaluating deep-learning models using public deep learning frameworks (e.g. PyTorch, TensorFlow, and Keras)
Experience with large-scale imaging data and formats (e.g., pathology images)
Experience with Python
Excellent communication skills
A collaborative mindset


Record of meaningful scientific publications in high impact, technical or medical journals/conferences
Experience with version control (GIT) and collaborative software development and testing
Experience working with Docker containers and cloud-based compute environments
Extensive knowledge in biology, especially medical or oncology-related.

#LI-BL1"
658,"Eurofins Central Laboratory
3.3",Analytical Development Scientist - Small Molecule,"Foster City, CA",$55K - $99K (Glassdoor est.),Job Type : Full-time,10000+ employees,1987,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$2 to $5 billion (usd),"Foster City, CA, USA
Full-time

Company Description
Consider joining Eurofins Lancaster Laboratories where people are the most important element in our chemistry. Celebrating 50 years of service, Eurofins Lancaster Laboratories is a leading contract lab providing testing and research services in the environmental, pharmaceutical, and biopharmaceutical sciences to clients worldwide.
Eurofins Lancaster Laboratories, a nationally recognized laboratory, is searching for an Analytical Development Scientist - Small Molecule to support our Professional Scientific Services group in Foster City, CA."
659,"MATRIX Resources
4.3",Data Engineer Lead,"San Francisco, CA",$96K - $187K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,1983,company - private,staffing & outsourcing,business services,$100 to $500 million (usd),"Terrific Long-Term Contract Opportunity with a FULL suite of benefits!
As one of the largest financial institutions in the world, our client has been around for over 150 years and is continuously innovating in today's digital age. If you want to work for a company that's not only a household name, but also truly cares about satisfying customers' financial needs and helping people succeed financially, apply today.
Position: Data Engineer Lead
Location: San Francisco, CA; Des Moines, IA; Charlotte, NC
Term: 12 months
Day-to-Day Responsibilities:
Serves as a technical resource in finding software solutions in niche domains (defined below)."
660,"Harnham
3.8",SENIOR BIG DATA ENGINEER,"San Francisco, CA",-1,Job Type : Full-time,51 to 200 employees,2006,company - private,staffing & outsourcing,business services,$25 to $50 million (usd),"SENIOR BIG DATA ENGINEER
SAN FRANCISCO
$150,000 - $170,000
An impressive opportunity for a Senior Big Data Engineer to join a high performing team working at a company that has a mission to bring people together and create fun. If you are looking to be key contributor in a smaller data team and use your skills to implement data pipelines, build their next generation data infrastructure and work with big data, this is a great job for you!
THE COMPANY
This is a company that is focused on bringing the world together through various events and creating opportunities for people to share fun experiences together, virtually as well! This Senior Big Data Engineer will have a great opportunity to work collaboratively amongst teams and be a key contributor in building this data platform. Working in this smaller data team, allows for a lot of learning and growth."
661,"Oxford Global Resources
3.6",Research Scientist OR Medical Device Engineer,"San Jose, CA",$70K - $141K (Glassdoor est.),Job Type : Full-time,501 to 1000 employees,1984,subsidiary or business segment,staffing & outsourcing,business services,$100 to $500 million (usd),"Location: LOCALS ONLY – Job will be mostly remote, but candidate needs to live local to San Jose, CA area – just in case of emergency. Occasionally they may need to come onsite to reboot the main computer, test on the actual instrument, etc. Also possibility of conversion down the road, hence the heavy emphasis on locals. For now this is a 12 month contract, but client has historically converted several of our long-term ks in the past so this is always on the table.
Length: 12 months + extension or conversion to full-time
Background Required
Title: Research Scientist or Medical Device Engineer
Process: 2 round interview – first round phone screen with hiring manager and his team lead for 60 minutes (30 minutes each), second round will be virtual meeting (Skype, Teams, Zoom, etc.) with hiring manager and 4-5 other team members (leads, engineers, etc.) Second round should be about 2.5 to 3 hours, 30 minutes with each party."
662,"Dimensional Control Systems
3.8",Big Data Engineer,"Newark, CA",-1,Job Type : Full-time,51 to 200 employees,1994,company - private,staffing & outsourcing,business services,$10 to $25 million (usd),"Big Data Engineer - ADAS
Assist in building up our large-scale data management system for the ADAS / Autonomous Driving team. This field allows contributions on various levels around the data pipeline and data processing, data annotation, machine learning, data ingestion, data pre-processing, integration of Deep Neural Network frameworks, efficient data search and high performance data manipulation.
Work with a state-of-the-art data pipeline on the development and test process of the ADAS/AD features
Enable efficient data (pre-)processing in our cloud infrastructure
Contribute to the architecture and implementation of an efficient data ingestion process to transfer and store large-scale vehicle sensor data from our Lucid Air test vehicles efficiently into our data storage"
663,"Coherus BioSciences
4.4","Senior Data Analyst/Manager, MDM Analytics","Redwood City, CA",$85K - $155K (Glassdoor est.),Job Type : Full-time,201 to 500 employees,2010,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$100 to $500 million (usd),"Title: Senior Data Analyst/Manager, MDM Analytics
Reports To: Associate Director, Commercial Information Management
Location: Redwood City, CA
Classification: Exempt
Overview
The Senior Data Analyst/Manager, MDM Analytics will work closely with multi-disciplinary teams to solve complex data problems and deliver insights that help to define our understanding of business areas. You will partner with Commercial Analytics team and business stakeholders to co-create data and analytics enabled solutions that help our teams fulfill our mission: to do now what patients need next.
Responsibilities:
Maintain and support the master data management system (Physician, Hospital and Affiliations) in alignment with the business. Provide insights for any source to be mastered."
664,Celandyne Software Solutions,Java-Big-Data-Consultant,"Santa Clara, CA",-1,Job Type : Full-time,1 to 50 employees,-1,company - public,-1,-1,$5 to $10 million (usd),"Date of Posting:
08/25/2017
Terms:
C2C/W2 Contract
Duration:
6 Months +
Number of Positions Available:"
665,"PerformanceStar
2.0",Java Machine Learning Programmers & Scientists,"Santa Clara, CA",$89K - $167K (Glassdoor est.),Job Type : Part-time,1 to 50 employees,-1,company - private,-1,-1,unknown / non-applicable,"PerformanceStar LLC is seeking software developers and software scientists to join our team. The successful candidate must thrive on developing and implementing outstanding software. The pace of work is fast and is focused on generating new ideas and developing proof of concept systems that showcase advancements in machine learning. We are looking for software engineers to advance our development (Full or Part-Time.) We offer a complete benefits package and a very flexible and rewarding work environment.
This is a hands on software development position requiring skilled Java programming and strong knowledge of computer science technologies.
Responsibilities
Develop and implement algorithms and code for analyzing large data sets using machine learning algorithms."
666,"Freenome Holdings
4.9",Senior / Computational Biologist - Assay Development,"South San Francisco, CA",-1,Job Type : Full-time,51 to 200 employees,2014,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"As a Senior / Computational Biologist dedicated to assay development at Freenome, you will work closely with wet lab scientists to analyze and translate a wide variety of datasets into biological insights that drive the design and optimization of assays for high-throughput measurement of cell-free nucleic acids and circulating proteins.
You will be responsible for building and refining bioinformatics pipelines for high-throughput sequencing (including characterizing bias, feature summarization, normalization) and proteomics; identifying and implementing quality-control metrics during the assay development process; and performing in-depth research to guide the development of new assays and computational methods.
You will also collaborate with machine learning engineers, bioinformatics scientists, and other computational biologists to perform classification and optimization experiments that evaluate the impact of experimental manipulations on end-to-end test performance. You will gain expertise in scaling bioinformatics processes from the R&D lab through to deployment on elastic cloud resources. Your work will be supported by world class software engineers and statisticians."
667,TSN Partners,"Data Analyst - Redwood City, CA - Contract W2","Redwood City, CA",$58K - $124K (Glassdoor est.),Job Type : Contract,-1,-1,-1,-1,-1,-1,"Work as a Data Analyst for a major data cleansing and conversion project where the legacy data resides in AS/400, MS Access, MS Excel, and My SQL and target system is Salesforce
Prepare data reconciliation/audit reports that will be used to validate correctness of data migration from legacy to new system
Log the audit queries into a simple Audit framework so that they can be utilized in iterative practice runs
Create and execute queries for the QA and end user team to locate data to be used in their test cases
Perform data analysis in legacy systems to help the Data Cleansing and Data Migration teams as required
Perform various types of analysis for data extraction, data profiling such as uniqueness analysis, range analysis etc."
668,"Workforce Logiq
4.1",Sr. Data Analyst,"Santa Clara, CA",-1,Job Type : Full-time,1001 to 5000 employees,1999,company - private,consulting,business services,$50 to $100 million (usd),"Looking for:
Analytical individual with a proven track record of expert level ability in analytical techniques, model development and deployment and high-velocity transactional data
A communicator with strong interpersonal skills, ability to work effectively with all levels of the organization.
A Self-motivator who is highly organized, and able to prioritize and manage multiple projects simultaneously.

Responsibilities:
Your focus will be generating customer insights the improve online and offline marketing targeting and customer experience"
669,"SRA OSS
3.5",Market Data Analyst - Global Securities Master (GSM),"San Jose, CA",$67K - $129K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,2006,company - private,it services,information technology,$10 to $25 million (usd),"Location: San Jose, California
Position Description
We are seeking 5 market data analysts to join our team to provide validation, cleansing, and management of global reference and market data to financial institutions including security, pricing, and corporate action data. We provide first level of support for our client’s referential and historical data which is used by traders, developers, and other end-users.
GSM addresses the challenges facing financial institutions in the reference data management arena. GSM delivers data management, verification and research services for all reference data asset classes and data types that are used and processed by financial institutions. We manage data for all traded asset classes, including fixed income, global equities, derivatives, money markets, and OTC instruments. We cover all data types such as client/counterparty, legal entity hierarchy, descriptive data, pricing, and corporate actions. GSM manages data from original acquisition through validation, cleansing, enrichment, enhancement, and maintenance - to ensure the highest quality data."
670,International Consulting Group Inc.,Regulatory Data Analyst,"Cupertino, CA",-1,Job Type : Full-time,1 to 50 employees,1990,company - private,advertising & marketing,business services,unknown / non-applicable,"Our client’s Environmental Technologies group is seeking temporary professional services of a Regulatory data analyst to generate an inventory of current product and regulatory compliance data and documentation by product, considering current and future key global regulatory requirements.The Regulatory data analyst will collaborate closely with regulatory and product analyst personnel at Apple to coordinate the data inventory and engage third parties as needed.
Location:
Cupertino, CA
Duration:
3 to 6 month contract (subject to extension)"
671,Concept Tapestry,Java Machine Learning Programmers Scientists,"Santa Clara, CA",-1,Job Type : Part-time,-1,-1,-1,-1,-1,-1,"Concept Tapestry LLC is seeking software developers and software scientists to join our team. The successful candidate must thrive on developing and implementing outstanding software. The pace of work is fast and is focused on generating new ideas and developing proof of concept systems that showcase advancements in machine learning. We are looking for software engineers to advance our development (Full or Part-Time.) We offer a complete benefits package and a very flexible and rewarding work environment.
This is a hands on software development position requiring skilled Java programming and strong knowledge of computer science technologies.
Responsibilities
Develop and implement algorithms and code for analyzing large data sets using machine learning algorithms."
672,"BEPC Inc
3.7",Data Management Specialist (DevSci Informatics),"South San Francisco, CA",$58K - $110K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,-1,company - private,consulting,business services,$10 to $25 million (usd),"The Position
The candidate will perform data management and curation tasks to support biomarker discovery and companion diagnostic development efforts in the Development Sciences department. In the process of performing this work, the candidate will communicate extensively with scientists, research associates, operations managers, clinical data managers, analysts and vendor representatives.
Duties include:
Working with biomarker operations managers and biometrics colleagues to draft data transfer specifications and statements of work.
Acquiring and QC’ing digital pathology image data and associated metadata files from internal groups and external vendors. Capturing data in internal file systems and databases.
BEOCS"
673,Gamma Reality Inc.,Imaging Software Engineer/Scientist,"Richmond, CA",$79K - $155K (Glassdoor est.),Job Type : Full-time,-1,-1,-1,-1,-1,-1,"About GRI:
GRI provides 3D, real-time radiation mapping, localization, and visualization technologies deployable on unmanned robotic platforms, manned vehicles, and in handheld configurations. We enable safer, faster, and more efficient ways to map, localize, assess, and respond to radioactive sources and contamination in complex indoor and outdoor environments.
Join our growing team of experienced engineers and scientists to create novel solutions for 3D radiation detection and mapping. Work in a dynamic startup team to create solutions based on advanced radiation detectors, sensors, robots, and computer vision techniques for reducing human radiation exposure, automation of measurement methods and advance the state-of-the-art in radiation detection.
Job Description:"
674,"Harnham
3.8",LEAD DATA ENGINEER,"San Francisco, CA",-1,Job Type : Full-time,51 to 200 employees,2006,company - private,staffing & outsourcing,business services,$25 to $50 million (usd),"LEAD DATA ENGINEER
SAN FRANCISCO
COMPETITIVE SALARY + BENEFITS
A cybersecurity business with their own innovative technology that is saving its users thousands of dollars.
THE COMPANY
A growing business that is looking to scale up their data operations are on the hunt for an experienced Data Engineer. This opportunity would lend itself to an individual who is ready to take the next step in their career and work across a number of technologies as well as architecting new projects."
675,"County of San Mateo
4.0",Point of Care Specialist - Clinical Laboratory Scientist II (Medical Technologist) (Open),"San Mateo, CA",$81K - $161K (Glassdoor est.),Job Type : Full-time,5001 to 10000 employees,1856,government,municipal governments,government,$1 to $5 million (usd),"JOB
Note: This recruitment schedule was amended on May 11, 2021 to extend the Final Filing Date. This recruitment has been changed to ""Continuous.""San Mateo Medical Center (SMMC) is a public hospital and clinic system fully accredited by The Joint Commission. SMMC operates outpatient clinics throughout San Mateo County and an acute-care hospital in San Mateo, with a mission to ""partner with patients to provide excellent care with compassion and respect."" As part of an integrated San Mateo County Health, SMMC serves the healthcare needs of all residents of San Mateo County, with an emphasis on education and prevention. SMMC Laboratory is looking for experienced Point of Care Clinical Laboratory Scientist to join our team! The Clinical Laboratory Scientist II (Medical Technologist-Point of Care) will direct the operations of the Point of Care Testing program for SMMC; oversee/conduct all training of point of care testing; maintain and monitor Waived and Moderately complex POC testing, as well as Provider Performed Microscopy for all SMMC locations; work with SMMC Information Technology Division (IT) to oversee maintain and implement of interfaces for point of care testing devices; conduct training, competency assessments, and quality assurance for testing sites throughout San Mateo County. The current opening is one Regular/Full-Time vacancy for the Day Shift. The ideal candidate will also possess: A Bachelor's Degree in Biology, Chemistry, Medical Technology/Clinical Laboratory Science, or another related field.Minimum of four years of experience in hospital laboratory as a licensed technologist is strongly preferred. Knowledge and understanding of CLIA and Joint Commission requirements and standards.

EXAMPLE OF DUTIES
Perform and document proficiency testing in the same manner as patient samples.Responsible for directing the work of all POC staff. Works with physicians, resident physicians, nurse managers, nurses and others to assure proper functioning of the POCT program. Establishes and maintains a system where work and test results are checked for accuracy and timeliness. Maintains centralized records of the POCT program, monitors quality, monitors supplies and monitors costs. Performs a variety of tests and procedures. Establishes and maintains a system for routine and preventative maintenance on equipment and troubleshoots program. Works as a general supervisor under the direction of a Medical Director who functions as a technical supervisor of the program and under the general direction of the Laboratory Manager.Communicate, liaison, instruct, and dialog appropriately with health care providers, patients, and vendors on issues such as test interpretation, recommendations for alternate testing, instrumentation and problems with specimens/methodologyResponsible for quality assurance within respective service line.Instructs trainees in procedures and techniques of performing tests.Performs instrument maintenance according to section procedures.Responsible for trainee and staff competency validation.Perform all quality control tests required by procedures and prepare quality control reports.Maintain records of laboratory results, quality control data, and laboratory procedures.Performs other duties as assigned.

MINIMUM QUALIFICATIONS
The level and scope of the knowledge, skills and abilities listed below are related to job duties as defined under Distinguishing Characteristics. Education and Experience: Any combination of education and experience that would likely provide the required knowledge, skills and abilities is qualifying. A typical way to qualify is: Education: Bachelor's Degree (baccalaureate) in biology, clinical laboratory science, or equivalent major that includes 25 semester or equivalent quarter units of biology courses, which must include genetics and immunology. Experience: Minimum of two years of experience performing medical laboratory work as a licensed technologist. Licensure/Certification: Possession of a Clinical Laboratory Scientist license issued by the State of California; and/or Clinical Immunohematologist Scientist (MTD) license issued by the State of California.Knowledge of: Current technology, principles and application of medical examinations such as those commonly used in biochemistry, microbiology, blood banking, hematology and or serology.Operation and care of laboratory equipment and instrumentation. Skill/Ability to: Make independent judgments in evaluating the validity of completed laboratory tests.Maintain and analyze quality control programs.Follow written and oral directions, procedures or instructions.Perform serological, parasitological, bacteriological, immunological, hematology, and biochemical tests.

SUPPLEMENTAL INFORMATION
Anyone may apply. The examination process will consist of an application screening (weight: pass/fail) based on the candidates' application and responses to the supplemental questions. Candidates who pass the application screening will be invited to a panel interview (weight: 100%). Depending on the number of applicants, an application appraisal of education and experience may be used in place of other examinations or further evaluation of work experience may be conducted to group applicants by level of qualification.All applicants who meet the minimum qualifications are not guaranteed advancement through any subsequent phase of the examination. All examinations will be given in San Mateo County, California and applicants must participate at their own expense. IMPORTANT: Applications for this position will only be accepted online. If you are currently on the County's website, you may click the “Apply” button above. If you are not on the County's website, please go to https://jobs.smcgov.org/ to apply. Online applications must be received by the Human Resources Department before midnight on the final filing date.This is a continuous recruitment which may close at any time. The final filing date will be posted 5 days in advance in the San Mateo County Human Resources Department. Apply immediately. This recruitment is open on a continuous basis and selections may be made at any time within the process.TENTATIVE RECRUITMENT SCHEDULEFinal Filing Date: ContinuousAt the County of San Mateo, we welcome and celebrate the diversity of our employees, and strive to create a workplace where they feel valued every day. County of San Mateo is proud to be an Equal Employment Opportunity Employer.Analyst: Wendy Young (042721) (Clinical Laboratory Scientist II - F023)"
676,"Spring Discovery
4.0",Machine Learning Scientist - Computer Vision,"San Carlos, CA",$91K - $185K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,unknown / non-applicable,"Spring is accelerating the discovery of therapies for aging and its related diseases. Machine learning and data science are at our core, and we're building a rare computational team that works closely with our biologists, together fighting disease.

Impact
Aging is the single greatest risk factor for the most detrimental diseases on Earth — cardiovascular disease, neurodegenerative disease, pulmonary disease, cancer, muscle wasting, and more — and drugs that slow the biological damage accumulated while aging have the potential to reduce the incidences of these diseases, possibly simultaneously. We believe that in the not-too-distant future, the discovery of therapies for aging will provide some of the most effective tools in history for reducing our burden of disease and extending our healthy lifespan.

Our mission is to dramatically accelerate the realization of that future. And we’re bringing a new set of machine learning tools to bear on this challenge."
677,"Clinical Management Consultants
3.5","Clinical Laboratory Scientist CLS , Medical Data Scientist","Palo Alto, CA",-1,Job Type : Full-time,1 to 50 employees,-1,company - private,staffing & outsourcing,business services,unknown / non-applicable,"An Oncology Research Laboratory in Silicon Valley is actively seeking a Clinical Laboratory Scientist / Medical Data Scientist to join their growing organization.

The Clinical Laboratory Scientist will report to the Laboratory Leader, and will be a member of a growing outpatient laboratory. The CA licensed CLS will be proficient in Chemistry and Hematology, with experience with blood bank as well.

The CLS generalist will be performing high complexity testing for Molecular Diagnostic techniques, including nucleic acid extraction, PCR, genotyping and next generation sequencing. The Clinical Laboratory Scientist will be responsible for participating in reagent and assay quality control and validations as needed. The CLS Generalist will be responsible for evaluating sample integrity and adhering to relevant procedures in cases of unacceptable specimens.

The busy laboratory is supporting a cutting edge genomic testing company for cancer detection and treatment. The company uses diagnostic tests to help find cancer and make informed decisions for better cancer care.

In this role, the Clinical Laboratory Scientist will focus on Data reporting and will be responsible for: evaluation scientific publications & clinical studies and integrating functional effects of genomic variants and their associated diseases. The CLS will be responsible for: updating database with finding, maintaining and updating work flows and protocols, and working with informatics and soft wear team on creating and optimizing work flows.

The Clinical Laboratory Scientist will have the opportunity to live in the San Francisco Bay Area one the nation’s most iconic cities. The region is home to a thriving economy, a booming housing market, numerous public and private universities, beautiful mountains and beaches and endless outdoor activities.

The Oncology Research Laboratory is prepared to offer a healthy work life balance, generous salary, comprehensive benefit package, stock options and a lucrative sign on bonus."
678,"Varo Money
3.7",Senior Data Engineer,"San Francisco, CA",$97K - $179K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,2015,company - private,banks & credit unions,finance,unknown / non-applicable,"ABOUT VARO
Varo is an entirely new kind of bank. All digital, mission driven, FDIC insured, and designed for the way our customers live their lives.

We're on a mission to bring financial inclusion and opportunity to all hard-working Americans. Through our mobile app, we offer premium bank accounts that have no minimum balance requirement or monthly account fees, high-interest savings accounts, short term lending and solutions to help customers stretch their paycheck, build credit and start saving. Our tech-first products are designed to make money work for everyone and help customers and communities build greater financial resiliency.

Varo is distinct from other fintechs: we've made history as the first and only consumer fintech to be granted a full national bank charter by the Office of the Comptroller of the Currency (OCC).

Varo Bank represents the evolution of a new generation of banks that are born from innovation and built on technology to empower consumers and businesses."
679,Solactron,Senior Process Engineer/Scientist,"San Jose, CA",-1,Job Type : Full-time,-1,-1,-1,-1,-1,-1,"The Senior Process Engineer/Scientist is responsible for leading the development and analysis of new and existing fabrication processes for thin film materials and solar cells.
Qualifications:
Bachelor’s degree or equivalent work experience in Material Science, Physics, Electrical Engineering, or another applicable field. Master’s degree or Ph.D. is strongly preferred.
Hands-on, practical experience with process and equipment development for CuInGaSe2 (CIGS) thin film semiconductor materials and devices.
Experience with semiconductor-related processes and equipment.
Thorough understanding of device physics and thin film CIGS device and materials characterization techniques."
680,"Harnham
3.8",LEAD DATA ENGINEER,"San Francisco, CA",-1,Job Type : Full-time,51 to 200 employees,2006,company - private,staffing & outsourcing,business services,$25 to $50 million (usd),"LEAD DATA ENGINEER
SAN FRANCISCO
COMPETITIVE SALARY + BENEFITS
A cybersecurity business with their own innovative technology that is saving its users thousands of dollars.
THE COMPANY
A growing business that is looking to scale up their data operations are on the hunt for an experienced Data Engineer. This opportunity would lend itself to an individual who is ready to take the next step in their career and work across a number of technologies as well as architecting new projects."
681,"Spring Discovery
4.0",Machine Learning Scientist - Computer Vision,"San Carlos, CA",$91K - $185K (Glassdoor est.),Job Type : Full-time,1 to 50 employees,-1,company - private,-1,-1,unknown / non-applicable,"Spring is accelerating the discovery of therapies for aging and its related diseases. Machine learning and data science are at our core, and we're building a rare computational team that works closely with our biologists, together fighting disease.

Impact
Aging is the single greatest risk factor for the most detrimental diseases on Earth — cardiovascular disease, neurodegenerative disease, pulmonary disease, cancer, muscle wasting, and more — and drugs that slow the biological damage accumulated while aging have the potential to reduce the incidences of these diseases, possibly simultaneously. We believe that in the not-too-distant future, the discovery of therapies for aging will provide some of the most effective tools in history for reducing our burden of disease and extending our healthy lifespan.

Our mission is to dramatically accelerate the realization of that future. And we’re bringing a new set of machine learning tools to bear on this challenge."
682,"Varo Money
3.7",Senior Data Engineer,"San Francisco, CA",$97K - $179K (Glassdoor est.),Job Type : Full-time,51 to 200 employees,2015,company - private,banks & credit unions,finance,unknown / non-applicable,"ABOUT VARO
Varo is an entirely new kind of bank. All digital, mission driven, FDIC insured, and designed for the way our customers live their lives.

We're on a mission to bring financial inclusion and opportunity to all hard-working Americans. Through our mobile app, we offer premium bank accounts that have no minimum balance requirement or monthly account fees, high-interest savings accounts, short term lending and solutions to help customers stretch their paycheck, build credit and start saving. Our tech-first products are designed to make money work for everyone and help customers and communities build greater financial resiliency.

Varo is distinct from other fintechs: we've made history as the first and only consumer fintech to be granted a full national bank charter by the Office of the Comptroller of the Currency (OCC).

Varo Bank represents the evolution of a new generation of banks that are born from innovation and built on technology to empower consumers and businesses."
683,Solactron,Senior Process Engineer/Scientist,"San Jose, CA",-1,Job Type : Full-time,-1,-1,-1,-1,-1,-1,"The Senior Process Engineer/Scientist is responsible for leading the development and analysis of new and existing fabrication processes for thin film materials and solar cells.
Qualifications:
Bachelor’s degree or equivalent work experience in Material Science, Physics, Electrical Engineering, or another applicable field. Master’s degree or Ph.D. is strongly preferred.
Hands-on, practical experience with process and equipment development for CuInGaSe2 (CIGS) thin film semiconductor materials and devices.
Experience with semiconductor-related processes and equipment.
Thorough understanding of device physics and thin film CIGS device and materials characterization techniques."
684,"Bloom Energy
3.8",Staff Process Modeling Engineer (JR-11019),"San Jose, CA",$101K - $198K (Glassdoor est.),Job Type : Full-time,1001 to 5000 employees,2001,company - public,energy,"oil, gas, energy & utilities",$100 to $500 million (usd),"Bloom Energy is the leading force in transforming the way energy is generated and delivered. We are driving toward the parallel goals of growing a dynamic and forward-thinking company while creating a positive impact on our environment. Our company is filled with smart and innovative thinkers and doers, and we never stop striving to improve our technology, to expand and improve our company performance, and to develop and support the many talented employees that serve our mission.
We are looking for a Staff Process Modeling Engineer to join our team in one of today’s most exciting technologies and this role report to Sr. Principal Engineer, Modeling Lead and will be based in San Jose, CA.
Role and Responsibilities:
· Develop, modify and tune steady state system models for all Bloom Energy Products
· Collaborate with the modeling and systems engineering teams to identify meaningful opportunities for product improvement (via process modeling, spreadsheet calculations or general process engineering)"
685,"Uber
4.0",Data Platform - Sr Software Engineer,"Sunnyvale, CA",$96K - $194K (Glassdoor est.),Job Type : Full-time,10000+ employees,2009,company - public,internet,information technology,$10+ billion (usd),"About The Team

Our teams build an distributed open platform to move data across multi-datacenters and hundreds services, transform data into a usable form and load it into the system for making insightful decisions. The platform enables all data scientists, engineers, operators at Uber to produce data daily and scales for a large number of data workflows running in multi-tenancy with great security and isolation. We build pre-cooked workflows, ETL and end-to-end data solutions, make them available in uWorc, the rich drag&drop UI to author and manage data pipelines, provide REST APIs, dev tools and ecosystems to build, test, deploy and monitor pipelines in convenience.
Know more from our engineer blog - Managing Uber's Data Workflows at Scale

About The Role:

We are looking for a strong software engineer to join our team to build a secure data workflow platform across multi-datacenters to be more reliable and scalable, tackle challenges of large scale orchestration, scheduling and distributed services, implement high demand workflow frameworks and solutions, build dev tools and ecosystems for data scientists and engineers. The candidate must be passionate about simplifying complicated data processing to ease of use and system’s performance, reliability and scalability."
